cpu_usage,memory_usage,requests_per_sec,network_io,pod_count,cloud_cost
41.83591010202581,25.165730744935306,7326.983278800707,3208.815613442261,1,723.8769720298594
90.81071604484288,22.640549966347002,1926.6687564272445,2323.497644994256,3,487.56679699367317
72.21948505396944,12.921542575177323,3531.732974261873,4824.267698076507,13,1033.4676984266125
60.88597115674811,39.65053354629225,6666.478304892401,1133.943332371979,7,373.60692394557617
23.261584437607105,31.55069795153499,4872.684510792351,2959.8892591947565,6,669.5498584839709
23.259534228577223,55.673461524088225,7411.853282485449,3516.039574201602,6,829.6236188194675
14.937107034296954,3.990793989887612,9615.958222106312,4136.544222259639,2,928.4659554468199
83.62497239086949,41.91981150841783,1253.812208380455,2064.5066006186353,16,514.7201462555286
61.09477599817275,49.30283046771679,7124.720392340803,3450.2634429045333,6,817.6939938577525
70.18616911266386,49.088167289675035,2380.4071407579336,1550.8472833521996,8,394.2016222720109
11.749682015143208,56.93658595992255,4203.319601334935,2205.6066571910105,11,549.4232917370646
92.44233743376952,47.200092055428634,425.34098537188424,4483.354299456826,18,978.9434582305528
80.75762446803584,59.52422382215717,1445.4830846977195,4752.042666188224,6,1038.2943189900525
28.048824407653473,22.62470918889527,3265.795161584107,3608.1458672899603,14,798.5196937690206
25.455122212603552,33.198983838595666,3485.659472351051,1903.041859342116,15,467.55247011075477
25.589383337541875,2.872939123539222,9005.893642974748,4109.286060374587,11,926.6574830812316
35.860590651560706,2.431370412804055,7443.9478017385,178.0420545408299,15,147.70263833969577
54.60429668874021,16.887850467994234,9724.611385051707,558.5922571701342,13,248.96492852021947
46.71532658457984,8.250046222623286,6030.807952318882,3323.7999950580374,6,777.8061031967038
34.75447691683357,18.133104812016725,2492.9659477040477,1491.6804475867843,4,317.0772111982805
62.007496051402256,12.976684260760639,3343.7847962242645,4759.361781082365,14,1056.185992953406
21.856978155423555,3.7682415399961906,3266.375640590474,2208.5000298569084,13,473.9198229801319
34.832295125493545,58.37685707717506,3332.293843866191,2175.355860926426,10,538.7765404523819
41.14075667996379,2.5098341461112748,6762.345313806975,3406.49357544511,12,769.764707619888
48.76594865844805,47.637092948899294,5354.998488095121,3849.4643834156386,8,889.2176379194299
76.73995671840616,11.433168989010024,3915.6993630577786,2404.0157537194254,5,556.2715357241665
26.972271483460577,58.5582365639752,1575.9887104142942,1109.3044634730345,2,250.34451240799984
53.709927265156985,57.35334825457292,319.1777131272445,3877.877781491827,12,874.7293565333478
60.35523835327361,42.541871074893955,2266.463308118157,1635.7388106244566,6,416.72282844661487
13.948285081199806,43.67851728763752,1163.9668992899446,916.7983080045951,15,261.0865839019743
61.64131241162226,2.3310268021206895,7875.90580543717,3176.6189401288157,18,756.9333583169247
24.49455051341978,63.06203709904333,1213.7297823574654,497.7456516022345,18,202.7875041166185
15.529385403748758,56.42562142170049,7269.859549337678,4858.195741675972,10,1071.5443377285812
90.65527066653333,57.496585995265704,3918.0210287832183,3180.366458840078,7,700.6454538032941
92.07872281133754,42.87316129715406,826.4460584633821,4930.182828562692,10,1032.1147064053064
78.7137745898992,23.376789576581263,8146.027489372699,1727.5224462192484,5,453.8275305763088
35.89217037973651,57.40621624360981,5838.342645342472,4857.46554789247,16,1086.2505575858338
18.30212969054263,20.074049545373924,2434.038977349373,770.5331262566867,19,223.27780732775906
68.15980725353333,36.888115687216576,8957.343625893413,251.43912311779084,3,176.94459620976784
47.41296196786611,8.183320285320708,548.0573073184594,213.27109925028267,7,67.45357601044068
20.373249961806202,59.16124906823051,2098.014121157853,2351.1083344661743,19,522.568112184147
52.090037359457966,10.727768381815226,7545.264585278024,460.87077751904417,12,216.46016410754706
12.923024294793564,15.943601955285251,7122.841510067903,2585.2310266296286,10,614.8298336236587
87.29223417669648,36.60431780394933,2963.7897678723325,1671.1274923690573,5,404.42635361657074
31.99629843600144,49.37376601320486,714.0462659925529,1711.3635127468722,2,415.65936357415677
66.31439417008846,40.399780968050536,8594.972915026943,3196.2645328985905,3,766.4535371739321
36.49544146759993,16.39230259360968,3205.6066168920356,857.3351304505198,14,251.83851064523267
54.20578180011392,2.0584686367044007,2037.5628077898257,3844.439183181669,15,852.471436608281
56.47037374417877,48.94333597906123,5209.012041373673,2931.053052904242,13,675.9162942628195
25.712628719669798,63.08285420648781,9111.249272896228,4578.975912795179,17,1079.710689933785
92.41469335998748,52.2146134589776,531.1111206494159,1855.961236149241,4,454.1860302541599
75.88628998569473,30.53281032571015,7681.4604715057885,4914.439210732271,19,1133.9081609660973
89.85741003295607,58.033570206744606,5767.484956593218,2900.3468512344148,15,697.6513761923625
86.06032478635015,27.410555733337702,4311.946253862988,4868.339683128293,15,1076.661265567957
60.82149819894224,34.545913223094985,7466.396396640094,183.95023753322087,9,168.75315045914826
88.35930997696494,31.582045578532362,9661.661801972159,3653.4827959413205,3,833.4744351873587
17.521862674413157,29.752680105262545,2369.1414905106412,4092.2765452490444,2,839.2264029078456
26.65854330562734,50.06182769622215,1522.1089142139842,313.2077690486135,7,164.361857710364
13.844319557395735,34.6596722507085,9137.529277704702,2915.8998368804164,9,723.7301966994015
37.653078114877474,21.636461565563398,6722.635466827307,4019.6143532677693,5,932.9327907533975
